product;var_1;var_2;var_3;var_4;var_5;var_6;var_7;var_8;var_9;var_10;var_11;var_12
0;6353.887751419426;0;3675.878619398037;0;0.3012147074892428;1;0.2031612010983075;0;0.8498292364896093;0;34.25634728942211;1045.8760614119092
0;6165.571090247711;0;3186.9799951806885;1;0.5103067120112984;0;0.1350704815050576;1;0.7629364309527055;0;42.09052074001696;968.181717460613
0;5941.886917797583;1;2887.991939011084;0;0.5705253169269241;0;0.123049578923349;1;0.7706045650421849;0;41.45807619425149;982.3168715784716
1;5820.913608642723;0;3623.374054452729;0;0.8141715380497473;0;0.1118176021723807;0;0.9764896485824311;0;39.68228649114003;995.101315075626
2;6022.96518401026;0;2850.268818616444;0;0.3596524223573357;0;0.2315312339212359;0;0.7453372138523667;0;37.92710775454845;930.2225511958052
0;5840.735588665527;0;3840.049773402741;0;0.0230474531151957;1;0.2109271457398014;1;0.6903193590636907;0;43.11289555008072;974.816319590252
1;6146.341360520154;0;3581.1696189942777;0;0.3669134355659063;0;0.2398860640814783;0;0.8128722743754639;0;35.09684931054424;1124.3933979978688
0;5674.738176134289;0;3337.3611713955725;0;0.5508901820429883;1;0.2103929250381557;1;0.8819332386086832;0;32.12418175793229;1103.3882630294192
0;6209.944694612371;0;3827.420491365908;0;-0.0624032469953448;0;0.1333741399649294;1;0.7676286671799026;0;35.09598974607923;1001.5081695798395
1;6431.61671499138;1;3548.6777821476376;0;-0.0648795529036838;0;0.2560974905432881;1;0.720902609437394;0;38.023489954298434;876.1142601892934
0;6772.533560913208;0;3539.5902827814657;0;0.9855952217180024;1;0.2154023660053692;1;0.6891160991590779;0;42.26832152651323;978.3406603924932
1;6790.223343758923;1;3371.092606110402;0;0.0033780910461485;0;0.2142461110245478;1;0.7568361559952285;0;38.29151534562392;883.9882402855299
0;5524.416454232805;0;3841.063640656383;0;0.3076255714068682;0;0.0392214311057975;1;0.7771934206593282;0;35.16588970045364;999.4453392809464
0;5812.721232863231;0;3800.773135043299;0;-0.3305376313381414;0;0.2144641755754792;1;0.7157083555816743;0;25.33859787907168;977.4706381684746
1;6678.893065753065;1;3830.106990110001;0;-0.2374155584052248;1;0.3475982566916502;1;0.8208325957760898;0;39.25403663795291;1094.1442972117009
0;6862.6311567612665;0;3305.736797967927;0;0.2109064706568765;1;0.076186816488714;1;0.7218554451959286;0;40.08218428102146;914.6049703197996
2;6425.627695214029;0;3031.9104971962056;0;-0.0961047259017366;0;0.315087848054879;0;0.6910156395357238;0;37.86518456682217;977.5957398091932
1;5590.660387007981;1;3390.217616853955;0;0.3440899714317362;0;0.2077439235293164;1;0.8513605798883768;0;40.36378388615928;991.8663206479996
0;6509.277674489211;0;3380.109186380456;0;-0.1061255972705994;0;0.1898685448427024;1;0.7421847385185656;0;36.12039181269655;946.8240844279284
1;6378.093206462146;1;3120.611811093809;0;0.16013241596903;1;0.3986773819520994;1;0.7374455149278977;0;43.18499317220802;1046.5438033726427
2;6005.022869551055;0;3383.9395872367986;0;-0.0328479337250702;1;0.2053407939703271;0;0.7018679663437166;0;34.333194553795096;880.7423363731108
1;6730.609388418332;1;2691.7256761466097;0;0.3675019127817345;0;0.3231848600389181;1;0.7307026929280079;0;36.86908922059471;985.0521477335826
0;6748.6404535832935;0;3291.3020835610014;1;-0.0276517627845898;1;0.1702362210235;1;0.8055807650889827;0;36.1754771700349;962.4007269831554
0;6734.48707286952;1;3303.083092094617;0;-0.0301762110959391;0;0.1447843020331953;1;0.6633680252267663;0;39.78630858441372;1109.0305317559305
2;6745.143546976408;0;3630.241269153257;0;0.3945731364626825;0;0.2594046116906695;0;0.642269982503459;0;38.986278612971965;872.8935346771226
2;6706.678827845984;1;3225.7136618482014;0;-0.0179981690705714;1;0.1305750828377039;0;0.8038033597757123;0;42.93145177436179;911.3272594839038
2;6117.866890715078;0;2870.3880459649363;0;0.2694777335789402;0;0.2302943681777696;0;0.6816180162787807;1;44.321312229868;891.2496578822471
1;6175.419535908964;1;3398.4411108692057;0;0.0815093451304038;0;0.3525378229555786;1;0.8340857445708205;0;43.94518896732262;1060.668654719134
2;6736.820543206351;1;3538.2373560757333;0;0.4710401552819294;1;0.2067486322908454;0;0.7745266785799246;0;39.42214575986014;1065.1185405281008
1;6549.03798258383;1;3502.1050697776886;0;0.2878125753221056;0;0.3187374084150278;1;0.752785409254219;0;38.972956819804345;1082.3276054152757
1;6640.823123700397;0;3730.984833202166;0;0.3188279371544391;0;0.2566948264550889;0;0.9436570607704112;0;31.444170573504465;912.1235927414384
0;5882.798882447123;0;3627.713708455314;0;0.1051615435075252;0;0.2752426037326919;1;0.68858082584909;1;39.11415800489614;904.1559046925302
2;6995.782688881097;1;3482.034874220692;0;0.4823563694839415;1;0.1995270068054866;0;0.8421931618058289;0;34.01046008773478;1002.5157430283092
0;6808.94633494754;0;3064.9590622952423;0;0.2567121900889371;0;0.2303887520236119;0;0.8950711254081601;1;37.277775213304736;959.4228402425384
1;5873.467967285772;0;3628.590336274934;0;0.2319332567790776;0;0.1109072934709902;1;0.8260919969430236;1;42.76464271786463;889.3909750077918
1;6106.882677607768;0;3376.020854854539;0;0.1189176934738578;0;0.3285270189392973;1;0.6945452979547209;0;34.52149674851684;931.6509207464948
0;6599.672439061371;0;3257.1346116793725;0;0.8802435610320501;0;0.2127468505790571;1;0.9414596602826868;1;40.38450795532484;1081.2893950392477
1;6437.027239423919;0;3461.9707817657018;0;0.6595469736394384;0;0.2643804232960308;0;0.7980842201859131;0;42.49873373064955;900.190173480985
0;6376.600054128691;0;3946.333018883792;0;0.3636190552557838;0;0.312572683476541;1;0.8800846995422982;0;37.28207595245152;913.1693373432812
2;6572.907485783627;1;3387.3514336162148;0;0.2912832640117448;1;0.3331869417526706;0;0.7541632461592533;0;40.10619991519389;1040.5808268694432
0;7046.328354580137;0;3487.800390451856;0;0.9708891947019214;1;0.173821799374815;1;0.7804628259237558;1;39.43439414578483;964.613669833754
1;5987.1260008671725;0;3597.151040299952;0;-0.2447434539621832;0;0.4084954027261763;1;0.8024220713175678;0;45.00549614938766;1166.0661459349958
0;6768.48903084133;0;3352.540828716913;1;0.3140529416218495;0;0.2057964800148434;1;0.8535021098408331;0;41.67264642613176;936.9566908652214
0;6426.287171927912;0;4056.005563279793;0;0.5551885552588349;1;0.101036263571437;1;0.758431006338198;0;36.07821241341715;1028.460043358763
0;7710.824549925331;0;2940.52277162738;1;0.4649544227658501;0;0.2033310980088092;1;0.8018438475418852;0;37.84712751592335;985.2874179537382
0;6983.926754212544;0;3356.9018186967955;0;-0.1115397264877351;0;0.2912238992229067;1;0.7459697985910511;1;40.54018044447552;917.87746158364
0;6156.659026544791;0;2875.6819484398584;0;0.4242505313003936;0;0.1143021368269622;1;0.7281165111824135;0;41.832992266453154;1007.3366780835206
2;7391.34946032712;0;3139.157418583178;0;0.1591953528976706;0;0.268371899264166;0;0.6367103882424794;0;42.06785925490748;1074.369882548578
0;6237.085128137566;0;2903.197449634438;0;0.4449319718646758;0;0.19724029640408;0;0.8642328348055074;0;41.2578930259488;966.262338582889
0;5559.90972243102;0;3527.797533743168;0;0.7954825928454524;1;0.1950774663796205;1;0.6759004708126781;0;39.64721812896386;1061.003500565722
1;5989.257377194436;1;3391.189601005689;0;0.0949587317634831;0;0.3435230289500899;0;0.925340992721112;0;37.35938914627617;881.3026633493474
0;6277.481084516468;1;3743.488538391799;0;0.785098110612785;0;0.0940505688504338;1;0.7821313803660715;0;35.18509553573371;940.5352585125044
1;6143.441335211321;1;3065.667757376928;0;0.4263318056262786;0;0.288975840108287;1;0.8108223926747632;0;31.12330910580695;1058.5917171836609
1;6606.924598471239;0;3069.538743167001;0;-0.2930553194109183;1;0.365541983910898;1;0.7282227348942312;0;39.51849503052986;1027.8152223863244
0;6078.985264624216;0;3527.5043544768764;0;0.3530383199095775;1;0.0820914569390163;1;0.724841567698521;0;41.263803427550044;936.511254032022
0;6849.295673479784;0;4007.756052847488;0;0.3402751420239568;1;0.1268488572289004;1;0.8293176486106602;0;39.10344045374968;944.2243201181572
0;6413.029665443493;0;3926.675801064964;0;0.0341881610914412;1;0.1821926309587233;1;0.905153727283261;0;40.272177989001975;1053.8906619548457
1;6269.108929082823;0;2797.106057634283;0;0.1189782684590848;1;0.3793255108626532;1;0.6394553417891782;0;33.72358874670529;927.1481282250217
0;6869.387120322868;0;3818.310954968944;0;0.7085757355358058;1;0.130045971745478;1;0.7082178418459316;0;39.099702587721445;1016.195040228244
0;6966.6551808377935;0;3379.6708148398607;0;0.6606883939734867;0;0.2217013430750788;1;0.8153460379325406;0;36.424106820342665;1009.9282728993314
0;6512.650087306632;0;3379.373933528597;1;0.1622156882439381;1;0.1807913600628898;1;0.5769967099411983;0;41.81145183157056;1035.8982163425624
1;6691.951730301157;0;3551.561970111092;0;0.382008685662466;0;0.3340080969317079;1;0.8164616993819266;0;32.107159358306994;946.9928146256226
0;6698.500988674664;0;3427.602961931778;0;0.0639171116114084;1;0.2007119095151916;1;0.9487834492007178;0;41.18321725549568;1055.653510291824
0;6066.394840827342;1;3551.638216951633;0;-0.0436774691448021;0;0.2969052370151868;1;0.9391290379059916;0;35.046019304400446;975.3745748256472
2;6563.513173683106;0;3595.1092996060283;0;0.3178131924432003;0;0.240207206103522;0;0.6772747198192522;0;36.2274467876187;903.888840882327
0;6153.838271814013;0;3072.3740430703865;0;-0.0293110796926145;1;0.2568691182479256;1;0.900643590221237;0;38.88415485035299;1165.2037163527175
1;6449.422193676827;0;3632.0170191973407;1;0.1893641378026601;0;0.1183770838519294;1;0.8952067502088693;0;41.45883730746383;1026.6357694557769
0;6238.656957933129;0;3785.993300525023;0;-0.1256240661168335;0;0.1917800197540329;1;0.85845140297925;0;35.409646435222264;1090.3816664671797
1;6591.2553346470095;1;3141.022496145935;0;0.5630261415500989;0;0.2349213439381327;1;0.7710504806898014;0;40.096868518091405;1027.0021324424358
0;6814.550814974583;0;3433.186976075823;0;-0.0359963268989704;1;0.2179746450325063;1;0.8400311376195794;1;38.28590149845856;940.4343612401912
1;6645.453530662786;0;3357.5153462575995;0;0.5242961018980674;0;0.2129999322765474;1;0.8551021431946502;0;32.2751810356952;927.8975039888104
2;6808.988665346341;0;3247.5260164003785;0;-0.0830230278279609;0;0.2259198753060946;0;0.5729279387154602;0;34.83220303779918;908.1690798968162
1;5879.248957067942;0;3153.7654564781888;0;0.3205423246412902;0;0.052677345264104;0;0.912118188449681;0;37.66726250782876;953.4181272260604
2;5885.379950725285;0;2984.164499196282;1;0.4209461468190135;1;0.2545277872822523;0;0.7774325669782548;1;38.32934163385162;997.926081398765
1;6974.409561222647;0;3267.815509354897;0;-0.457462968650039;0;0.2988495415849747;1;0.694002966608924;0;42.84674889408218;1041.8901665027015
0;5437.320514299705;0;3267.6426728256074;0;0.3934027367005802;0;0.1868689682873179;1;0.6928952631951971;1;37.53534217982392;1176.35543118341
